temp,Year,celsius,anomaly
212.3,-79069.16,-60.849999999999966,-5.111494252873548
212.6,-79120.61,-60.54999999999998,-4.811494252873565
213.2,-79170.88,-59.94999999999999,-4.211494252873571
213.1,-79219.23,-60.04999999999998,-4.311494252873565
213.1,-79267.17,-60.04999999999998,-4.311494252873565
214.2,-79313.82,-58.94999999999999,-3.211494252873571
212.1,-79360.66,-61.04999999999998,-5.311494252873565
213.4,-79409.41,-59.74999999999997,-4.011494252873554
212.7,-79458.61,-60.44999999999999,-4.711494252873571
213.7,-79506.76,-59.44999999999999,-3.711494252873571
213.1,-79554.16,-60.04999999999998,-4.311494252873565
212.8,-79602.0,-60.349999999999966,-4.611494252873548
213.0,-79651.12,-60.14999999999998,-4.41149425287356
213.0,-79699.99,-60.14999999999998,-4.41149425287356
213.2,-79748.53,-59.94999999999999,-4.211494252873571
213.7,-79796.21,-59.44999999999999,-3.711494252873571
213.4,-79842.51,-59.74999999999997,-4.011494252873554
212.9,-79889.52,-60.24999999999997,-4.511494252873554
213.6,-79938.4,-59.54999999999998,-3.8114942528735654
213.4,-79984.86,-59.74999999999997,-4.011494252873554
212.5,-80032.23,-60.64999999999998,-4.91149425287356
213.3,-80083.02,-59.849999999999966,-4.111494252873548
212.6,-80130.88,-60.54999999999998,-4.811494252873565
212.8,-80181.63,-60.349999999999966,-4.611494252873548
213.3,-80231.58,-59.849999999999966,-4.111494252873548
212.6,-80279.51,-60.54999999999998,-4.811494252873565
212.4,-80330.34,-60.74999999999997,-5.011494252873554
213.0,-80381.91,-60.14999999999998,-4.41149425287356
213.4,-80430.91,-59.74999999999997,-4.011494252873554
214.1,-80477.73,-59.04999999999998,-3.3114942528735654
213.7,-80522.42,-59.44999999999999,-3.711494252873571
212.8,-80568.77,-60.349999999999966,-4.611494252873548
212.8,-80617.8,-60.349999999999966,-4.611494252873548
213.7,-80666.7,-59.44999999999999,-3.711494252873571
213.7,-80713.56,-59.44999999999999,-3.711494252873571
213.7,-80759.46,-59.44999999999999,-3.711494252873571
213.3,-80805.88,-59.849999999999966,-4.111494252873548
215.4,-80850.9,-57.74999999999997,-2.011494252873554
213.9,-80892.87,-59.24999999999997,-3.511494252873554
214.7,-80936.74,-58.44999999999999,-2.711494252873571
213.8,-80978.98,-59.349999999999966,-3.6114942528735483
214.0,-81023.68,-59.14999999999998,-3.4114942528735597
214.1,-81068.3,-59.04999999999998,-3.3114942528735654
213.0,-81113.79,-60.14999999999998,-4.41149425287356
213.8,-81160.54,-59.349999999999966,-3.6114942528735483
213.5,-81207.38,-59.64999999999998,-3.9114942528735597
214.3,-81252.98,-58.849999999999966,-3.1114942528735483
213.3,-81298.05,-59.849999999999966,-4.111494252873548
214.2,-81344.14,-58.94999999999999,-3.211494252873571
214.1,-81388.54,-59.04999999999998,-3.3114942528735654
